47	1	385
38	1	111
30	2	524
47	2	220
18	2	962
18	1	962
39	2	562
16	2	472
65	2	71
31	1	31
29	2	254
51	1	775
36	2	360
35	1	476
61	2	94
36	2	313
65	2	570
24	2	524
28	1	720
45	2	570
60	1	472
62	2	581
55	2	420
44	1	734
41	2	962
67	2	231
58	2	500
33	2	404
29	1	80
26	2	313
49	2	254
17	1	413
27	2	341
36	1	470
45	2	435
62	1	562
55	1	470
55	2	283
45	1	930
45	2	360
18	1	562
31	1	422
30	2	511
63	2	510
29	2	524
32	1	874
33	2	154
34	1	770
31	1	104
30	2	535
30	1	714
21	2	531
31	2	586
32	1	620
32	1	374
31	2	570
57	1	872
56	2	912
63	1	734
29	2	364
49	2	350
20	1	562
43	2	962
26	2	472
55	1	432
53	1	642
28	2	440
41	1	153
34	2	232
50	1	642
21	1	380
26	2	43
29	1	960
32	1	842
63	1	913
57	2	485
52	2	201
57	2	360
50	2	231
52	1	632
50	2	352
25	1	731
25	2	460
28	2	422
48	1	913
45	2	500
17	2	411
28	2	402
27	1	623
47	1	70
48	2	313
47	2	80
25	2	554
69	2	350
51	1	635
44	2	254
52	1	770
51	2	501
49	2	702
18	1	275
38	1	770
38	2	411
18	1	775
19	2	472
25	2	552
47	1	913
17	1	775
57	1	422
35	2	470
30	2	365
38	2	961
37	1	414
22	1	962
21	2	470
53	2	570
65	2	422
32	2	411
31	1	880
30	1	332
31	2	231
48	2	35
29	1	623
26	2	642
39	1	5
42	2	485
17	2	432
38	1	913
19	1	405
38	2	413
52	2	570
18	1	403
55	1	231
39	1	102
37	2	541
60	2	100
63	1	62
64	2	570
41	1	896
39	2	232
54	1	332
54	2	570
61	1	731
58	2	62
37	2	460
34	1	623
19	1	422
57	1	874
22	2	524
19	1	402
46	1	470
43	2	470
31	2	584
39	1	170
38	2	263
40	1	960
32	2	402
35	1	421
31	2	472
29	2	306
34	1	306
23	2	472
26	1	200
45	1	5
43	2	313
19	1	961
28	2	411
22	1	476
42	2	962
42	1	762
22	2	841
61	1	613
58	2	570
75	1	21
32	1	620
46	2	360
39	1	962
59	1	204
53	2	500
51	1	580
23	2	472
20	1	403
59	2	570
56	1	1
55	2	775
38	1	385
33	2	220
39	1	374
40	2	460
65	1	913
22	2	402
55	1	720
53	2	570
40	1	16
36	2	161
53	1	500
51	2	231
33	2	86
53	1	204
51	1	781
48	2	365
22	1	425
48	1	421
62	1	770
62	2	492
49	1	500
30	2	232
30	1	471
55	1	795
48	2	581
55	1	913
38	1	731
31	1	101
32	2	230
46	1	814
48	2	291
60	2	470
21	1	810
49	1	830
63	1	231
53	2	593
30	2	474
30	1	881
78	1	204
29	1	374
29	2	43
25	2	540
29	1	43
62	2	626
42	1	562
46	2	500
20	1	380
19	2	411
46	1	894
45	1	311
67	2	570
64	1	80
43	1	770
54	2	401
60	1	420
57	2	461
43	1	896
47	2	470
24	2	470
55	2	472
49	2	874
29	2	581
28	1	580
60	1	101
23	2	52
57	1	881
53	2	422
50	1	100
49	1	963
36	1	743
37	2	471
56	1	23
56	2	254
30	1	34
35	1	130
29	1	492
46	1	80
45	2	231
16	2	460
69	1	733
43	1	421
23	2	586
44	2	23
54	1	102
47	2	411
19	1	731
75	2	231
73	1	472
37	1	141
58	1	620
25	2	350
77	1	204
50	1	101
51	2	362
21	1	475
39	1	471
25	2	485
59	1	711
31	1	476
29	1	623
19	1	626
19	1	992
47	1	392
39	2	510
65	2	313
59	2	232
32	2	514
42	2	360
18	2	962
55	1	1
50	2	500
56	1	913
45	1	983
39	2	562
20	2	402
37	2	360
37	2	584
39	1	775
67	2	460
65	1	600
35	1	841
39	2	842
28	2	15
53	2	540
42	1	423
58	1	495
28	2	12
29	1	111
32	2	570
31	1	80
66	1	485
65	2	796
33	2	401
61	1	961
56	2	422
27	1	471
27	2	476
57	1	623
57	2	512
41	2	964
37	1	892
62	2	230
47	2	80
22	1	192
46	1	2
54	1	70
49	1	734
28	1	204
26	2	460
39	1	632
28	1	155
27	2	524
39	1	62
50	1	562
48	2	220
47	1	102
35	1	620
35	2	284
50	1	43
19	2	276
22	1	892
20	2	516
31	1	484
82	2	460
44	2	471
41	1	146
39	2	570
36	1	136
37	2	314
39	1	913
59	1	470
46	2	470
41	2	472
35	2	341
48	1	622
26	2	896
35	1	476
30	2	100
58	2	570
62	1	93
40	1	31
34	2	411
47	1	306
49	1	913
43	2	832
34	2	511
50	2	423
51	1	653
49	2	562
57	1	803
56	2	822
28	2	411
35	2	512
27	2	200
31	1	62
56	2	570
59	1	626
68	2	961
43	2	423
65	1	913
64	1	71
31	2	472
32	1	841
58	1	585
60	2	354
41	1	562
50	2	476
16	2	476
53	1	554
49	2	496
20	1	562
61	2	413
49	2	585
53	1	775
24	2	570
18	2	570
58	1	632
31	2	570
41	1	33
38	2	912
42	1	896
41	2	254
43	1	373
44	2	580
21	2	570
39	2	5
39	2	71
51	1	210
51	2	35
52	2	570
54	1	830
68	2	401
43	2	586
49	1	430
26	1	471
23	1	80
28	2	325
29	1	896
16	2	526
46	1	14
44	2	43
31	1	770
30	2	501
35	1	635
35	2	12
45	1	122
45	2	196
18	2	462
58	2	810
41	1	741
31	1	422
27	2	231
38	1	420
53	2	231
21	1	411
43	1	485
43	2	80
23	1	642
22	2	234
46	1	371
23	1	562
20	2	411
35	2	524
29	1	470
67	2	470
42	1	470
48	2	244
68	1	422
57	1	5
56	2	570
43	1	733
44	2	841
22	1	155
34	2	232
35	1	470
70	2	832
41	1	814
47	2	472
17	1	720
51	1	860
54	2	842
44	2	325
45	1	470
30	2	106
46	2	420
50	1	623
23	1	626
20	2	626
54	2	470
58	1	484
28	2	341
56	1	470
44	2	470
57	2	153
59	1	153
73	2	206
16	2	582
23	1	721
22	2	476
63	1	210
62	2	232
35	1	612
34	2	500
23	1	530
50	1	136
47	2	642
49	1	205
50	2	423
20	2	570
49	1	635
46	2	485
18	1	673
41	1	380
37	2	371
53	2	485
44	1	401
40	2	500
71	1	531
58	2	531
57	1	803
43	2	341
21	1	472
54	1	962
54	2	85
48	2	570
34	1	385
34	2	560
35	2	365
40	1	12
59	1	422
75	1	590
48	2	23
18	2	570
71	1	770
54	2	570
51	1	484
53	2	41
55	1	623
81	2	41
28	1	274
63	1	476
50	1	731
49	2	570
57	2	775
70	2	423
60	2	772
36	1	153
48	1	975
50	2	392
22	2	472
40	2	360
63	1	814
27	1	404
27	2	411
53	2	896
30	2	423
25	1	425
22	2	405
66	1	1
40	1	913
38	2	531
38	1	620
36	2	423
23	2	365
50	1	992
46	2	231
30	1	15
29	2	215
36	2	472
37	1	400
34	2	511
39	1	814
60	1	422
80	1	480
45	2	423
43	1	620
58	2	470
27	2	402
47	1	385
65	2	460
41	2	472
44	2	512
44	1	702
18	1	935
16	2	582
35	1	556
48	1	830
61	2	210
63	1	210
53	1	141
52	2	260
57	1	425
19	1	402
53	2	423
60	1	700
58	2	365
38	1	102
28	1	516
59	2	23
28	2	141
29	1	422
31	2	830
42	1	715
20	1	402
26	2	110
27	1	422
25	2	470
63	1	153
65	2	512
39	2	315
29	2	85
25	2	524
25	1	903
28	1	485
29	2	231
26	1	102
28	1	701
31	2	80
58	1	720
61	1	770
50	2	516
59	1	803
56	2	472
69	1	620
45	1	204
43	2	540
23	2	461
50	1	492
49	2	586
44	1	471
24	1	476
35	2	305
35	1	720
72	2	1
39	1	626
60	1	155
54	2	91
60	1	13
58	2	231
23	1	411
29	2	422
25	1	626
48	2	220
51	1	220
28	1	822
40	1	636
45	2	880
63	1	132
59	2	541
30	1	722
43	2	826
16	1	413
30	2	360
56	1	635
52	2	231
22	2	323
51	2	365
51	1	876
43	2	476
61	2	305
49	2	524
56	1	422
29	1	620
31	2	500
48	1	913
43	2	254
48	1	11
45	2	350
50	1	652
49	2	500
59	2	420
38	1	962
26	1	524
48	1	313
44	2	313
25	1	353
50	1	471
47	2	231
19	2	422
53	1	385
47	2	2
35	2	231
46	1	992
22	2	411
58	2	132
61	1	562
33	1	471
56	2	460
25	2	331
23	1	895
51	2	422
33	2	951
17	2	403
57	1	874
55	2	460
33	1	795
28	2	313
29	1	635
24	1	155
17	1	411
30	2	992
45	2	181
48	1	43
27	1	62
23	2	465
17	2	411
39	2	831
59	1	960
50	2	496
53	2	313
23	1	476
24	2	775
48	2	210
42	1	635
27	1	422
26	2	586
51	1	422
24	2	570
47	1	733
44	2	492
18	2	472
16	1	962
63	1	903
42	2	555
79	1	962
60	1	635
17	2	403
69	2	420
29	1	913
32	2	485
27	1	111
37	1	620
42	2	472
47	1	204
45	2	231
19	1	272
16	1	425
35	2	533
34	1	913
46	1	471
48	2	21
17	2	472
58	2	962
37	1	635
75	1	21
49	2	896
23	1	896
25	2	91
57	1	14
51	1	913
60	2	313
36	1	742
36	2	231
49	2	200
49	1	43
35	2	421
19	2	570
43	2	283
52	1	155
35	1	633
28	2	422
58	2	330
63	2	775
45	1	11
48	2	570
24	1	464
54	2	512
39	1	775
51	1	402
46	2	561
25	2	524
33	1	734
40	2	31
59	1	62
57	2	962
38	1	153
40	2	231
32	2	111
58	1	95
55	2	522
39	2	313
18	1	340
70	1	642
18	2	476
22	1	702
55	2	472
48	1	803
45	2	570
34	1	53
29	2	666
51	1	913
51	2	305
33	2	350
53	1	385
58	2	512
44	1	425
49	1	913
52	1	704
55	2	230
22	1	155
63	1	316
58	2	35
42	1	22
42	2	313
45	1	822
68	1	392
37	1	960
43	2	360
41	2	775
59	1	962
61	2	962
58	2	80
48	2	771
45	1	814
40	2	313
58	2	476
38	1	853
37	2	422
64	2	964
66	1	814
39	2	234
64	1	1
61	2	12
31	2	472
30	1	274
37	1	613
35	2	562
53	1	16
46	2	472
44	2	12
46	1	716
29	1	81
28	2	470
47	1	620
45	2	470
63	2	775
27	2	570
27	1	605
42	2	423
49	1	623
45	2	570
29	1	402
34	1	626
63	1	814
61	2	831
34	1	626
54	1	485
45	1	861
61	2	350
28	1	232
61	1	146
58	2	360
41	1	21
38	2	593
50	1	643
45	2	402
16	2	992
54	1	814
28	2	570
18	1	402
41	2	570
44	1	862
18	2	570
28	2	401
61	2	423
22	1	961
31	2	470
61	2	492
57	2	560
59	1	735
47	2	451
52	1	832
44	2	35
36	1	385
32	1	551
29	2	254
40	1	425
41	2	402
63	2	830
21	1	425
46	1	204
44	2	231
40	1	620
60	1	35
52	2	220
25	1	992
44	2	6
43	1	960
52	1	372
41	2	562
33	2	230
57	1	476
68	2	492
54	1	43
47	2	43
41	1	874
38	2	411
46	1	13
45	2	13
22	1	411
19	1	425
49	2	5
64	2	54
51	2	570
39	1	772
34	2	562
39	1	1
37	2	432
17	2	540
44	1	500
45	2	80
24	2	43
39	1	12
68	1	392
59	1	470
51	2	360
22	1	51
62	2	451
42	1	881
25	1	102
49	1	204
41	1	913
40	2	896
50	1	22
40	2	593
55	2	775
24	1	485
36	2	54
37	2	422
36	2	570
55	1	644
52	2	512
45	2	71
56	1	731
50	1	271
36	2	780
20	2	526
58	2	570
67	1	865
66	2	403
53	2	403
53	2	401
29	1	913
34	1	962
26	2	570
27	1	22
24	2	552
40	2	485
50	1	742
36	2	472
65	1	912
39	1	774
33	2	830
58	1	821
57	2	832
49	2	472
37	1	243
53	1	635
49	2	330
33	2	514
30	1	54
50	1	742
49	2	402
55	2	570
47	1	43
33	2	231
47	1	485
44	2	593
58	2	960
39	2	841
38	2	470
19	2	472
21	1	402
57	1	724
48	1	313
36	2	570
32	1	770
34	1	620
58	1	731
61	2	562
46	2	403
52	1	382
54	1	736
52	2	12
19	1	425
53	1	814
44	1	896
42	2	560
19	1	402
43	1	893
43	2	476
53	1	23
53	2	31
65	2	775
46	1	865
20	1	292
19	2	494
35	1	100
20	1	742
22	2	330
38	1	220
23	2	196
33	2	484
45	1	720
34	2	360
45	2	526
53	1	962
18	1	964
59	1	306
57	2	492
55	2	230
56	1	5
52	1	143
52	1	731
56	2	832
38	1	623
36	2	962
16	2	472
33	1	231
29	2	476
53	1	734
43	2	422
19	1	715
27	1	470
62	1	476
71	2	474
27	1	380
64	1	781
45	2	411
48	1	422
23	1	413
20	1	535
18	2	402
63	2	570
63	1	204
52	1	620
30	1	402
62	2	423
50	1	733
52	1	722
29	1	722
63	2	512
37	2	570
17	1	422
27	1	232
29	2	202
44	1	476
44	2	470
19	1	562
16	1	962
45	2	200
35	1	422
56	2	451
35	1	1
48	2	570
52	1	382
46	2	570
29	1	701
26	2	586
62	1	80
47	2	165
50	1	285
16	1	406
41	1	135
36	1	830
20	1	476
19	2	540
46	1	814
41	2	781
35	1	770
30	2	582
39	1	896
36	2	562
38	1	425
43	2	896
51	1	862
20	2	540
54	1	10
48	2	470
49	1	313
41	2	401
18	2	405
33	1	43
56	2	472
35	1	913
31	2	360
25	2	586
35	1	620
33	2	472
45	1	913
43	2	313
36	1	874
36	2	775
31	2	775
49	1	485
47	2	73
41	1	1
61	1	484
61	2	964
35	2	476
18	2	832
50	1	100
50	2	500
56	1	475
54	2	500
43	1	803
60	2	231
47	2	313
53	1	80
45	2	62
18	2	472
17	1	562
47	2	365
18	1	472
36	1	470
30	2	214
35	2	830
25	1	31
33	2	605
31	1	414
43	1	305
44	2	305
52	2	524
57	1	30
55	2	232
18	1	472
21	2	540
55	2	500
58	1	500
22	1	405
24	2	392
45	1	71
40	1	635
40	2	91
49	2	460
47	2	536
27	2	570
16	1	962
76	1	952
51	1	476
50	2	313
33	1	720
22	2	992
47	1	734
37	1	204
33	2	570
58	2	512
59	1	52
24	2	263
24	1	635
36	1	421
36	2	516
54	2	110
40	2	402
37	2	912
66	1	101
48	1	155
47	2	604
29	1	864
25	2	231
32	1	155
52	1	651
53	2	896
19	2	551
74	1	62
61	2	231
35	1	301
63	2	570
65	1	485
30	1	101
26	2	570
18	2	402
42	2	403
60	1	475
40	2	435
58	2	853
61	1	853
41	1	402
30	1	626
23	2	313
52	1	644
58	1	881
55	2	402
55	2	303
58	1	733
40	2	830
18	2	411
34	1	84
34	2	460
60	1	485
54	2	523
65	2	896
36	1	111
25	2	472
59	2	360
25	1	485
56	1	912
19	1	580
47	2	913
19	2	411
18	2	443
43	1	580
35	2	111
18	1	992
17	2	472
52	2	202
39	2	476
40	1	470
22	1	896
27	2	832
46	1	305
53	1	420
22	1	464
81	1	306
29	1	962
37	2	570
42	1	385
55	1	301
43	2	350
42	1	623
64	2	511
61	2	570
43	2	402
44	1	1
78	1	471
41	2	552
44	2	80
64	2	874
28	1	913
33	2	403
40	2	313
29	1	220
30	1	972
73	2	881
41	1	5
45	1	770
43	2	964
69	1	370
65	2	781
49	1	794
47	2	620
45	2	23
48	1	422
28	2	512
36	1	646
52	1	653
23	1	626
21	1	220
32	2	353
28	2	775
28	1	962
51	2	220
33	1	423
38	2	472
40	1	425
39	1	481
45	1	896
46	2	412
18	2	460
35	1	913
52	2	313
16	1	443
28	1	402
65	2	5
27	2	516
24	1	770
48	2	586
74	1	496
62	2	5
39	1	471
37	1	635
35	2	451
36	2	351
30	1	85
29	2	354
45	2	586
46	1	931
57	1	620
40	2	775
59	2	570
66	1	371
26	1	913
22	2	451
72	1	531
67	2	422
28	1	623
29	1	220
29	1	220
40	2	470
46	1	470
19	2	962
39	2	512
17	2	472
18	2	581
60	1	172
41	1	71
41	2	540
58	1	653
55	2	313
23	2	435
24	2	231
32	2	360
46	2	71
26	2	524
47	1	35
67	2	360
58	1	153
31	1	721
42	1	620
23	2	472
50	1	14
49	2	570
48	1	384
45	2	370
19	1	476
18	2	780
52	1	22
50	2	332
50	1	21
25	1	635
28	2	874
40	2	31
44	1	962
43	2	405
54	1	913
34	2	91
50	1	481
44	2	313
45	1	365
52	1	391
54	1	913
53	2	403
21	1	470
40	1	962
41	2	570
53	1	450
23	2	472
63	1	481
65	1	762
37	1	960
37	2	472
47	2	512
55	1	482
53	2	775
35	1	562
45	1	770
64	2	492
54	1	555
50	2	570
63	2	254
64	1	853
48	1	192
47	2	500
43	2	470
59	1	34
18	2	472
16	1	476
19	1	470
57	1	590
48	2	842
40	2	476
22	2	936
53	2	470
29	2	470
27	2	360
47	1	963
44	2	775
40	1	962
33	2	231
41	1	722
36	1	720
37	2	451
34	1	930
21	1	770
42	1	485
42	2	770
24	1	962
44	2	82
41	1	2
56	1	913
60	1	762
49	1	471
51	2	313
72	1	531
47	1	913
45	2	540
31	1	140
30	2	470
39	2	775
51	1	484
51	2	460
54	2	62
31	1	422
34	1	402
39	1	161
32	2	332
41	2	514
43	1	721
35	1	130
65	1	30
64	2	423
31	1	913
35	1	101
18	1	731
37	1	500
34	2	330
31	1	192
56	2	231
56	1	770
49	1	353
41	2	101
45	2	231
50	1	896
43	2	422
31	1	470
27	2	350
58	1	43
53	2	524
47	1	734
62	2	401
27	2	733
22	2	360
56	1	200
55	2	231
67	1	1
25	1	904
25	2	904
53	1	913
58	2	912
41	2	411
51	2	470
23	1	635
22	1	512
21	2	494
54	2	220
49	1	471
45	2	770
41	2	470
43	1	144
23	2	470
21	1	820
21	1	770
19	1	951
35	1	731
61	1	146
38	1	1
41	2	313
51	1	873
73	1	301
51	1	913
46	2	2
22	1	111
48	1	826
45	2	254
51	2	570
51	1	534
58	2	313
60	2	775
45	1	13
46	2	480
20	1	110
22	2	472
45	1	642
41	2	313
58	1	555
37	1	555
37	2	80
44	1	623
55	1	814
38	2	814
43	1	635
61	1	700
59	2	313
36	2	896
16	1	425
28	2	570
53	2	352
54	1	734
22	1	962
52	1	480
24	1	425
27	2	472
59	2	500
59	1	803
42	2	413
44	1	642
46	1	485
42	2	313
61	2	41
49	2	402
78	2	781
49	2	772
29	2	411
28	2	451
65	1	644
35	1	716
22	2	570
32	1	450
34	2	962
51	2	794
55	1	485
62	1	204
67	2	440
23	1	962
17	1	562
35	1	992
49	1	581
42	2	435
31	1	192
29	2	206
50	2	231
16	2	992
33	1	722
69	2	392
34	1	913
52	2	632
46	2	423
27	1	613
55	1	155
54	2	570
44	1	476
46	2	510
58	1	231
54	2	402
52	2	21
55	1	21
52	2	461
56	2	511
56	1	962
31	1	485
31	2	231
40	2	93
48	2	460
25	2	35
42	1	70
32	1	736
45	1	720
43	2	593
25	2	231
29	1	470
27	1	484
24	2	570
36	1	670
30	2	570
62	1	500
59	2	220
62	1	700
58	1	95
25	1	680
27	2	476
37	1	775
38	2	961
55	2	896
47	1	555
40	2	423
47	2	472
44	1	912
22	1	470
39	1	495
39	2	231
53	1	71
45	2	71
22	1	111
19	1	102
38	1	721
31	1	623
60	1	135
59	2	880
63	2	122
39	1	80
27	1	580
25	2	570
29	2	511
31	1	720
19	1	570
55	1	31
55	2	461
37	2	313
45	1	951
54	1	220
57	2	220
49	1	101
49	2	313
48	2	476
26	2	472
26	1	913
24	1	770
23	1	770
53	1	644
43	1	962
55	2	54
53	1	40
47	2	40
55	2	464
42	1	71
33	2	230
68	1	485
33	2	353
38	1	500
40	1	374
40	2	254
67	1	220
53	1	731
51	2	41
58	1	485
56	2	586
26	1	983
24	2	983
47	1	472
36	2	540
49	1	2
40	2	5
43	2	570
50	1	734
22	1	624
19	2	472
31	2	23
16	1	403
42	2	423
34	1	623
18	1	992
37	1	422
29	2	472
52	2	201
53	2	201
40	1	774
17	2	472
58	1	53
57	2	231
23	1	702
40	2	570
48	1	762
63	2	451
35	2	472
39	1	422
18	2	896
18	1	800
36	2	200
35	1	104
46	1	742
27	1	524
24	1	341
28	2	584
28	2	772
31	1	962
28	1	330
24	2	231
56	1	586
40	1	962
40	2	531
46	2	560
28	2	200
52	1	775
71	1	531
39	2	803
42	1	803
17	1	402
33	1	951
31	1	210
32	2	210
56	2	570
43	1	485
34	2	23
34	2	570
41	1	22
49	1	962
46	2	832
26	2	451
26	2	822
47	2	415
62	1	232
51	2	476
26	1	623
66	2	43
49	1	23
48	2	231
18	1	405
55	1	132
48	2	313
25	1	962
23	2	360
44	2	733
57	1	422
55	2	526
44	1	12
28	2	231
29	1	770
57	2	570
33	2	360
69	1	21
51	1	871
44	2	605
53	1	721
49	2	422
23	1	475
34	2	422
38	1	562
45	2	476
42	1	720
51	1	485
55	2	331
22	2	516
59	2	10
34	2	775
56	1	896
20	1	702
59	2	282
50	1	263
39	1	2
27	2	472
60	2	414
50	2	472
51	1	913
70	1	733
66	1	481
49	2	485
50	1	476
84	2	472
50	1	485
48	2	586
22	1	425
19	1	962
49	1	652
54	1	700
37	2	422
52	1	893
51	2	516
29	1	385
26	2	470
38	1	470
28	2	62
33	1	822
30	2	460
41	1	476
56	1	154
21	2	174
36	2	360
45	2	313
18	1	626
47	2	512
38	1	620
35	2	231
16	2	364
44	2	16
56	1	485
43	2	561
57	1	196
50	2	313
21	2	411
44	1	975
46	2	411
17	2	992
38	1	422
29	2	780
38	1	720
33	2	524
31	2	350
63	2	570
22	2	233
35	1	775
49	2	496
52	1	741
49	2	472
49	2	110
43	1	913
49	1	620
49	2	472
31	1	111
28	2	570
67	2	896
33	1	43
28	2	23
68	1	131
43	1	385
30	2	360
32	1	881
39	2	570
38	1	733
18	1	402
68	1	32
40	1	733
41	2	91
51	1	1
49	2	570
33	1	561
43	2	562
50	2	254
18	1	402
17	2	443
38	2	586
42	1	470
48	2	992
60	1	305
58	2	220
69	1	952
72	2	605
52	1	385
50	2	511
45	2	411
35	1	913
58	1	474
56	2	474
51	1	683
41	1	23
43	2	570
17	2	540
50	1	830
48	2	570
38	1	642
42	2	313
18	1	472
51	1	232
69	1	552
56	2	233
61	1	200
36	1	896
25	2	880
48	2	80
41	1	580
38	1	613
36	2	912
43	2	586
56	2	552
33	1	561
28	2	422
29	2	215
32	1	736
24	1	642
37	1	620
36	2	360
18	2	405
38	2	832
22	2	854
49	2	254
52	1	525
47	1	485
48	2	263
37	1	22
46	2	512
31	2	23
34	1	913
50	1	913
47	2	12
23	2	480
58	1	23
56	1	306
56	2	220
51	2	472
57	2	313
63	1	204
61	2	196
64	1	375
63	2	584
50	1	485
50	2	586
64	1	23
62	1	146
48	1	493
33	2	593
44	1	861
43	2	100
52	1	21
48	2	470
24	1	626
56	2	220
57	1	220
41	2	822
20	1	532
50	2	80
49	1	734
59	2	912
62	1	476
35	1	720
20	2	313
21	1	651
88	2	423
52	1	60
34	1	822
36	2	516
47	1	586
44	2	23
18	1	962
62	1	204
61	2	524
66	1	306
64	2	220
47	2	231
70	2	586
47	1	913
37	2	402
68	1	422
27	2	234
24	1	623
26	2	733
42	1	5
39	2	471
51	1	10
48	2	863
24	2	570
50	2	205
39	2	964
40	1	210
41	2	462
45	1	512
55	1	720
54	2	795
19	1	962
41	2	500
16	1	992
39	1	470
37	2	263
34	1	14
28	2	201
54	1	13
50	2	423
22	1	570
45	1	401
49	2	512
32	2	472
26	1	313
25	2	313
63	2	512
38	1	770
17	2	452
39	1	913
38	2	324
47	1	42
47	1	570
54	2	581
49	2	512
28	1	130
28	2	425
51	1	476
47	2	511
53	1	964
50	2	570
21	1	570
26	2	362
31	1	593
30	2	100
39	2	541
64	1	425
30	1	492
59	2	941
29	1	822
70	2	360
35	1	913
48	1	13
49	2	570
33	1	101
30	2	231
37	2	80
54	2	570
55	1	700
21	1	626
46	1	392
35	2	540
50	1	873
36	2	896
40	1	800
40	2	835
30	1	384
28	1	540
52	1	22
42	2	43
50	1	623
36	2	570
17	1	425
42	1	721
55	2	562
55	1	613
17	1	562
65	1	593
22	2	570
26	1	231
34	1	864
34	2	500
41	2	324
37	1	822
41	1	1
41	2	23
27	1	104
25	1	743
29	1	500
54	1	470
31	2	313
74	2	230
50	2	230
51	1	495
27	1	701
51	1	850
51	2	975
20	2	411
31	2	495
32	1	500
24	1	512
21	2	80
39	1	1
49	1	485
48	2	570
16	1	422
46	2	832
47	1	814
26	1	623
20	2	201
43	1	30
42	2	153
40	2	480
42	1	700
16	1	586
19	2	561
32	1	803
25	2	832
32	2	12
33	1	102
43	2	402
52	2	896
56	2	512
57	1	580
52	2	80
38	2	775
34	1	913
17	1	992
37	1	101
35	2	231
84	2	476
50	2	476
33	2	871
53	1	330
57	1	62
56	2	570
44	1	700
50	2	53
33	2	305
31	1	22
55	2	775
21	2	476
39	1	470
54	1	720
80	2	360
70	2	423
17	2	494
47	1	626
51	1	231
50	2	231
24	2	570
57	2	2
63	2	22
21	2	476
34	2	422
42	1	422
26	2	231
28	1	896
24	2	214
25	2	332
39	2	474
21	2	460
80	2	570
45	2	992
62	1	926
49	2	82
64	1	153
33	2	524
39	2	474
44	1	734
21	1	960
22	2	254
34	1	33
32	2	472
54	1	613
51	2	512
54	1	644
52	2	350
49	2	41
59	2	570
57	1	482
71	1	20
52	1	865
35	1	622
59	1	622
28	1	626
37	2	512
